,precision,recall,f1-score,accuracy
0,0.9230769230769231,1.0,0.9600000000000001,0.9946524064171123
1,0.9285714285714286,1.0,0.962962962962963,0.9946524064171123
2,0.9230769230769231,1.0,0.9600000000000001,0.9946524064171123
3,1.0,1.0,1.0,1.0
4,1.0,1.0,1.0,1.0
5,0.9411764705882353,1.0,0.9696969696969697,0.9946524064171123
6,0.9375,1.0,0.967741935483871,0.9946524064171123
7,1.0,1.0,1.0,1.0
8,1.0,1.0,1.0,1.0
9,0.9375,1.0,0.967741935483871,0.9946524064171123
10,1.0,1.0,1.0,1.0
11,1.0,1.0,1.0,1.0
12,0.9333333333333333,1.0,0.9655172413793104,0.9946524064171123
13,1.0,1.0,1.0,1.0
14,1.0,1.0,1.0,1.0
15,0.9090909090909091,1.0,0.9523809523809523,0.9946524064171123
16,0.8823529411764706,1.0,0.9375,0.9893048128342246
17,1.0,1.0,1.0,1.0
18,0.9090909090909091,1.0,0.9523809523809523,0.9946524064171123
19,1.0,1.0,1.0,1.0
20,1.0,1.0,1.0,1.0
21,0.8823529411764706,1.0,0.9375,0.9893048128342246
22,1.0,1.0,1.0,1.0
23,1.0,1.0,1.0,1.0
24,0.9411764705882353,1.0,0.9696969696969697,0.9946524064171123
25,1.0,1.0,1.0,1.0
26,1.0,1.0,1.0,1.0
27,0.9411764705882353,1.0,0.9696969696969697,0.9946524064171123
28,1.0,1.0,1.0,1.0
29,1.0,1.0,1.0,1.0
