,precision,recall,f1-score,accuracy
0,1.0,0.8181818181818182,0.9,0.9992298806314979
1,1.0,1.0,1.0,1.0
2,1.0,0.8888888888888888,0.9411764705882353,0.9996149403157489
3,1.0,0.9166666666666666,0.9565217391304348,0.9996149403157489
4,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.9992298806314979
5,1.0,1.0,1.0,1.0
6,1.0,0.625,0.7692307692307693,0.9988448209472468
7,1.0,0.6,0.7499999999999999,0.9992298806314979
8,0.8888888888888888,0.8888888888888888,0.8888888888888888,0.9992298806314979
9,1.0,1.0,1.0,1.0
10,1.0,0.9,0.9473684210526316,0.9996149403157489
11,1.0,1.0,1.0,1.0
12,1.0,0.8,0.888888888888889,0.9992298806314979
13,1.0,0.8571428571428571,0.923076923076923,0.9992298806314979
14,1.0,0.9230769230769231,0.9600000000000001,0.9996149403157489
15,1.0,1.0,1.0,1.0
16,1.0,0.9090909090909091,0.9523809523809523,0.9996149403157489
17,1.0,0.8333333333333334,0.9090909090909091,0.9996149403157489
18,1.0,0.8888888888888888,0.9411764705882353,0.9996149403157489
19,1.0,0.7142857142857143,0.8333333333333333,0.9992298806314979
20,1.0,1.0,1.0,1.0
21,1.0,1.0,1.0,1.0
22,1.0,1.0,1.0,1.0
23,1.0,0.625,0.7692307692307693,0.9988448209472468
24,1.0,0.6666666666666666,0.8,0.9988448209472468
25,1.0,0.75,0.8571428571428571,0.9992298806314979
26,1.0,0.9090909090909091,0.9523809523809523,0.9996149403157489
27,1.0,0.6,0.7499999999999999,0.9984597612629957
28,1.0,0.8461538461538461,0.9166666666666666,0.9992298806314979
29,1.0,1.0,1.0,1.0
